,ID,Name,Overall,Potential,Weak Foot,Skill Moves,Performance,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
5533,232926,K. Watanabe,70,70,3.0,3.0,68.0,61.0,74.0,72.0,69.0,59.0,66.0,68.0,39.0,64.0,71.0,53.0,52.0,73.0,54.0,57.0,72.0,79.0,72.0,75.0,61.0,29.0,18.0,76.0,67.0,62.0,74.0,20.0,35.0,22.0
5534,200671,V. Ulloa,70,71,3.0,3.0,68.0,44.0,50.0,67.0,76.0,43.0,63.0,67.0,57.0,66.0,66.0,56.0,50.0,68.0,67.0,74.0,79.0,72.0,80.0,69.0,60.0,73.0,68.0,46.0,62.0,53.0,64.0,69.0,64.0,61.0
5535,200672,Zhang Linpeng,70,70,4.0,2.0,68.0,56.0,21.0,75.0,55.0,24.0,56.0,47.0,34.0,47.0,59.0,71.0,72.0,63.0,65.0,71.0,77.0,77.0,65.0,85.0,55.0,83.0,63.0,53.0,64.0,34.0,68.0,71.0,61.0,65.0
5536,208096,T. Eisfeld,70,73,3.0,3.0,68.0,63.0,64.0,42.0,72.0,51.0,68.0,64.0,62.0,69.0,73.0,73.0,66.0,74.0,61.0,78.0,64.0,64.0,73.0,60.0,64.0,45.0,32.0,63.0,71.0,55.0,61.0,48.0,30.0,28.0
5537,220128,J. Cristaldo,70,70,4.0,3.0,69.0,59.0,68.0,67.0,66.0,70.0,69.0,68.0,48.0,51.0,69.0,76.0,76.0,81.0,67.0,75.0,73.0,55.0,70.0,62.0,68.0,65.0,34.0,70.0,62.0,65.0,67.0,15.0,23.0,21.0
5538,230368,Bernardo Motinho,70,70,3.0,2.0,69.0,77.0,51.0,65.0,67.0,54.0,67.0,41.0,42.0,61.0,62.0,71.0,73.0,72.0,67.0,71.0,53.0,66.0,65.0,64.0,52.0,57.0,66.0,51.0,67.0,62.0,66.0,70.0,71.0,71.0
5539,206561,C. Walton,70,80,2.0,1.0,69.6,13.0,20.0,15.0,24.0,18.0,19.0,11.0,11.0,22.0,19.0,37.0,33.0,32.0,59.0,29.0,25.0,43.0,22.0,38.0,14.0,20.0,11.0,7.0,39.0,23.0,35.0,10.0,11.0,14.0
5540,228321,Sergi Palencia,70,78,3.0,3.0,69.0,68.0,51.0,57.0,67.0,34.0,67.0,58.0,44.0,59.0,68.0,84.0,79.0,75.0,64.0,65.0,66.0,58.0,77.0,68.0,59.0,81.0,63.0,63.0,44.0,45.0,59.0,70.0,70.0,67.0
5541,239841,V. Lampropoulos,70,70,2.0,2.0,69.0,59.0,36.0,66.0,58.0,35.0,48.0,36.0,40.0,64.0,54.0,69.0,69.0,66.0,64.0,54.0,52.0,68.0,76.0,74.0,49.0,64.0,72.0,40.0,42.0,40.0,62.0,72.0,74.0,72.0
5542,200930,L. Tremolada,70,71,3.0,3.0,69.0,65.0,58.0,45.0,72.0,53.0,70.0,70.0,70.0,70.0,71.0,77.0,76.0,77.0,68.0,74.0,56.0,41.0,78.0,59.0,66.0,38.0,26.0,60.0,72.0,60.0,72.0,44.0,38.0,32.0
5543,201698,M. Pátkai,70,70,3.0,3.0,69.0,52.0,56.0,53.0,74.0,74.0,63.0,69.0,54.0,71.0,70.0,74.0,72.0,79.0,66.0,70.0,62.0,53.0,72.0,45.0,69.0,68.0,73.0,53.0,70.0,47.0,64.0,68.0,68.0,67.0
5544,219106,F. Al Ansari,70,70,3.0,3.0,69.0,54.0,43.0,60.0,78.0,44.0,67.0,65.0,70.0,74.0,72.0,54.0,62.0,60.0,66.0,45.0,69.0,33.0,72.0,77.0,68.0,63.0,64.0,58.0,74.0,38.0,73.0,63.0,66.0,61.0
5545,172258,José Semedo,70,70,3.0,2.0,68.0,37.0,35.0,68.0,67.0,57.0,52.0,41.0,37.0,61.0,64.0,53.0,53.0,57.0,69.0,65.0,46.0,78.0,75.0,79.0,30.0,86.0,70.0,21.0,49.0,36.0,64.0,71.0,72.0,65.0
5546,239842,G. Giakoumakis,70,76,3.0,2.0,68.0,36.0,72.0,70.0,56.0,61.0,66.0,44.0,36.0,24.0,61.0,70.0,74.0,65.0,66.0,50.0,76.0,66.0,67.0,83.0,62.0,77.0,17.0,68.0,46.0,60.0,67.0,27.0,24.0,19.0
5547,193250,M. Leovac,70,70,3.0,3.0,69.0,73.0,33.0,57.0,66.0,39.0,69.0,71.0,55.0,68.0,68.0,78.0,76.0,70.0,68.0,68.0,70.0,71.0,69.0,73.0,56.0,74.0,66.0,58.0,48.0,33.0,66.0,68.0,70.0,71.0
5548,215267,T. Figueroa,70,73,2.0,3.0,69.0,42.0,78.0,77.0,62.0,58.0,66.0,42.0,34.0,31.0,69.0,34.0,47.0,34.0,68.0,33.0,71.0,34.0,68.0,90.0,62.0,59.0,24.0,72.0,53.0,72.0,61.0,27.0,27.0,27.0
5549,225507,Pol Llonch,70,73,3.0,2.0,62.0,55.0,43.0,44.0,67.0,53.0,61.0,53.0,55.0,59.0,63.0,83.0,77.0,74.0,61.0,87.0,65.0,80.0,86.0,65.0,49.0,88.0,73.0,55.0,55.0,51.0,69.0,72.0,72.0,67.0
5550,184035,B. Angulo,70,70,3.0,3.0,69.0,69.0,51.0,38.0,60.0,25.0,66.0,61.0,46.0,63.0,67.0,81.0,79.0,70.0,68.0,72.0,70.0,75.0,80.0,78.0,59.0,66.0,68.0,45.0,57.0,34.0,70.0,65.0,70.0,71.0
5551,186595,E. Bennett,70,70,4.0,3.0,68.0,70.0,60.0,42.0,67.0,64.0,68.0,64.0,66.0,65.0,67.0,78.0,78.0,73.0,63.0,72.0,72.0,51.0,80.0,67.0,74.0,62.0,55.0,66.0,67.0,64.0,59.0,61.0,65.0,64.0
5552,189923,C. Nhamoinesu,70,70,3.0,2.0,69.0,66.0,30.0,71.0,62.0,53.0,56.0,45.0,35.0,61.0,60.0,80.0,84.0,77.0,67.0,62.0,55.0,67.0,73.0,75.0,40.0,90.0,72.0,47.0,54.0,36.0,66.0,68.0,68.0,65.0
5553,209892,B. Rabello,70,75,3.0,3.0,68.0,68.0,61.0,36.0,72.0,60.0,72.0,69.0,69.0,69.0,72.0,76.0,73.0,85.0,66.0,86.0,74.0,65.0,63.0,65.0,75.0,45.0,27.0,57.0,66.0,69.0,65.0,26.0,32.0,28.0
5554,153060,J. Insaurralde,70,70,2.0,2.0,69.0,46.0,38.0,73.0,67.0,23.0,39.0,46.0,27.0,56.0,58.0,47.0,44.0,58.0,70.0,52.0,48.0,72.0,65.0,75.0,35.0,76.0,68.0,37.0,52.0,40.0,63.0,68.0,70.0,69.0
5555,198117,A. Bernardini,70,70,2.0,2.0,68.0,36.0,21.0,70.0,53.0,41.0,35.0,37.0,38.0,40.0,52.0,55.0,67.0,49.0,65.0,31.0,58.0,84.0,71.0,75.0,49.0,69.0,69.0,24.0,47.0,24.0,70.0,68.0,73.0,66.0
5556,206565,J. Walker,70,74,3.0,3.0,69.0,64.0,69.0,42.0,68.0,56.0,72.0,63.0,62.0,65.0,69.0,86.0,79.0,87.0,60.0,81.0,58.0,64.0,78.0,62.0,63.0,38.0,31.0,68.0,67.0,62.0,69.0,32.0,51.0,37.0
5557,216549,A. Sørloth,70,76,4.0,3.0,68.0,51.0,72.0,70.0,59.0,64.0,69.0,61.0,51.0,51.0,66.0,67.0,74.0,44.0,61.0,56.0,75.0,54.0,69.0,81.0,64.0,67.0,19.0,65.0,57.0,63.0,63.0,19.0,21.0,21.0
5558,220901,David Raya,70,77,3.0,1.0,67.8,12.0,19.0,20.0,56.0,20.0,17.0,18.0,15.0,50.0,38.0,45.0,41.0,48.0,66.0,38.0,25.0,38.0,29.0,42.0,14.0,24.0,11.0,15.0,33.0,26.0,46.0,28.0,14.0,13.0
5559,227557,M. Cassierra,70,78,3.0,3.0,69.0,54.0,75.0,73.0,67.0,63.0,68.0,39.0,29.0,34.0,65.0,68.0,74.0,74.0,64.0,58.0,67.0,82.0,69.0,72.0,63.0,42.0,25.0,68.0,57.0,67.0,66.0,28.0,21.0,19.0
5560,241637,A. Tchouaméni,70,84,3.0,3.0,68.0,47.0,48.0,64.0,73.0,44.0,69.0,47.0,45.0,70.0,73.0,69.0,72.0,66.0,69.0,58.0,67.0,71.0,70.0,74.0,46.0,72.0,69.0,67.0,65.0,47.0,70.0,69.0,71.0,61.0
5561,227558,J. Siebatcheu,70,77,3.0,3.0,68.0,52.0,72.0,70.0,66.0,67.0,64.0,58.0,43.0,49.0,69.0,60.0,66.0,63.0,67.0,61.0,69.0,70.0,69.0,78.0,61.0,40.0,28.0,71.0,56.0,65.0,62.0,26.0,18.0,24.0
5562,229606,V. Angban,70,79,4.0,3.0,68.0,59.0,46.0,41.0,73.0,37.0,68.0,60.0,45.0,71.0,75.0,56.0,65.0,71.0,67.0,69.0,63.0,65.0,75.0,72.0,55.0,80.0,66.0,56.0,68.0,39.0,73.0,51.0,68.0,63.0
5563,229862,Edu Expósito,70,81,4.0,3.0,68.0,56.0,72.0,46.0,72.0,36.0,74.0,34.0,40.0,69.0,72.0,65.0,52.0,63.0,69.0,70.0,68.0,46.0,54.0,48.0,73.0,58.0,67.0,63.0,66.0,42.0,59.0,67.0,66.0,52.0
5564,236518,A. Nordin,70,81,4.0,3.0,68.0,63.0,70.0,46.0,66.0,51.0,74.0,61.0,42.0,59.0,69.0,84.0,82.0,73.0,57.0,79.0,69.0,62.0,58.0,56.0,66.0,31.0,28.0,67.0,67.0,55.0,58.0,28.0,32.0,26.0
5565,198631,Rodri,70,70,4.0,3.0,69.0,56.0,68.0,58.0,54.0,75.0,66.0,59.0,49.0,46.0,76.0,81.0,78.0,92.0,66.0,77.0,78.0,91.0,62.0,72.0,59.0,74.0,26.0,71.0,60.0,60.0,58.0,16.0,15.0,11.0
5566,219879,M. Pisano,70,70,3.0,3.0,70.0,68.0,66.0,43.0,66.0,48.0,78.0,72.0,66.0,67.0,69.0,76.0,75.0,76.0,70.0,76.0,70.0,60.0,67.0,33.0,71.0,43.0,36.0,63.0,69.0,49.0,68.0,29.0,44.0,37.0
5567,163303,G. Whelan,70,70,3.0,2.0,69.0,70.0,61.0,64.0,74.0,59.0,62.0,70.0,71.0,66.0,70.0,32.0,50.0,66.0,69.0,66.0,68.0,68.0,61.0,71.0,62.0,74.0,67.0,60.0,58.0,65.0,70.0,73.0,72.0,68.0
5568,164839,M. Parkhurst,70,70,3.0,2.0,68.0,53.0,34.0,68.0,71.0,36.0,59.0,34.0,31.0,73.0,60.0,49.0,58.0,54.0,69.0,64.0,49.0,58.0,73.0,67.0,40.0,69.0,66.0,28.0,51.0,49.0,73.0,74.0,71.0,70.0
5569,198632,J. Zárate,70,71,3.0,3.0,69.0,60.0,60.0,41.0,68.0,50.0,75.0,55.0,52.0,60.0,68.0,84.0,88.0,79.0,60.0,84.0,65.0,73.0,81.0,51.0,59.0,24.0,40.0,65.0,67.0,59.0,66.0,32.0,38.0,45.0
5570,172520,P. Kanstrup,70,70,3.0,2.0,69.0,54.0,36.0,68.0,63.0,43.0,55.0,48.0,58.0,62.0,62.0,63.0,68.0,60.0,67.0,63.0,69.0,68.0,83.0,84.0,39.0,71.0,67.0,48.0,56.0,49.0,69.0,71.0,67.0,68.0
5571,189928,G. Scognamiglio,70,70,2.0,2.0,69.0,39.0,18.0,82.0,50.0,27.0,16.0,22.0,21.0,42.0,44.0,50.0,50.0,51.0,63.0,70.0,57.0,84.0,70.0,88.0,45.0,74.0,64.0,65.0,33.0,44.0,62.0,68.0,70.0,66.0
5572,224489,E. Ersoy,70,80,3.0,2.0,69.0,23.0,22.0,71.0,61.0,31.0,53.0,34.0,29.0,53.0,54.0,64.0,60.0,49.0,65.0,54.0,45.0,72.0,69.0,79.0,29.0,66.0,67.0,28.0,36.0,33.0,63.0,71.0,74.0,67.0
5573,153066,L. Licht,70,70,4.0,3.0,68.0,80.0,52.0,53.0,52.0,48.0,76.0,73.0,68.0,71.0,69.0,73.0,72.0,71.0,66.0,73.0,71.0,71.0,69.0,64.0,68.0,65.0,67.0,53.0,64.0,84.0,74.0,71.0,73.0,71.0
5574,235754,Borja Herrera,70,75,2.0,3.0,68.0,71.0,53.0,66.0,70.0,48.0,69.0,63.0,65.0,54.0,72.0,74.0,72.0,77.0,59.0,72.0,64.0,63.0,75.0,60.0,59.0,59.0,63.0,53.0,51.0,58.0,58.0,64.0,69.0,70.0
5575,236522,E. Brignola,70,84,3.0,3.0,69.0,65.0,66.0,53.0,69.0,45.0,73.0,48.0,45.0,63.0,72.0,74.0,76.0,77.0,62.0,74.0,64.0,62.0,67.0,60.0,63.0,40.0,20.0,73.0,65.0,60.0,50.0,23.0,12.0,13.0
5576,206571,M. Maddison,70,73,3.0,3.0,69.0,66.0,68.0,48.0,67.0,48.0,70.0,64.0,65.0,65.0,72.0,77.0,83.0,74.0,58.0,62.0,72.0,69.0,68.0,65.0,70.0,58.0,17.0,66.0,69.0,62.0,59.0,23.0,23.0,19.0
5577,212459,M. Cavion,70,76,4.0,3.0,68.0,65.0,60.0,60.0,73.0,58.0,70.0,68.0,68.0,71.0,72.0,64.0,64.0,64.0,64.0,70.0,70.0,70.0,70.0,68.0,65.0,64.0,62.0,65.0,68.0,60.0,63.0,62.0,64.0,64.0
5578,221675,C. Mosquera,70,70,3.0,3.0,69.0,52.0,64.0,49.0,64.0,48.0,75.0,38.0,38.0,59.0,65.0,89.0,89.0,87.0,66.0,83.0,56.0,57.0,80.0,65.0,55.0,58.0,49.0,76.0,60.0,39.0,54.0,60.0,41.0,37.0
5579,226285,R. Gudiño,70,79,1.0,1.0,67.6,21.0,17.0,15.0,24.0,14.0,21.0,20.0,18.0,22.0,23.0,45.0,49.0,31.0,67.0,39.0,20.0,51.0,40.0,75.0,12.0,34.0,21.0,14.0,51.0,11.0,47.0,19.0,14.0,19.0
5580,226797,V. Malcorra,70,70,4.0,3.0,66.0,70.0,61.0,47.0,70.0,49.0,71.0,81.0,82.0,68.0,74.0,76.0,75.0,77.0,70.0,78.0,78.0,78.0,74.0,66.0,65.0,56.0,58.0,60.0,71.0,70.0,71.0,70.0,64.0,56.0
5581,230382,Milton Menceiros,70,70,3.0,2.0,69.0,38.0,44.0,68.0,66.0,52.0,51.0,55.0,40.0,56.0,59.0,76.0,68.0,71.0,73.0,67.0,61.0,85.0,64.0,74.0,46.0,67.0,76.0,50.0,64.0,49.0,78.0,66.0,66.0,66.0
5582,231150,Jamiro Monteiro,70,74,4.0,3.0,69.0,65.0,53.0,51.0,72.0,38.0,72.0,71.0,64.0,68.0,73.0,78.0,78.0,83.0,65.0,76.0,63.0,52.0,78.0,70.0,69.0,73.0,73.0,60.0,67.0,65.0,72.0,56.0,68.0,62.0
5583,169710,L. Bridcutt,70,70,3.0,3.0,69.0,64.0,45.0,61.0,70.0,49.0,67.0,36.0,66.0,66.0,67.0,66.0,68.0,72.0,65.0,81.0,62.0,84.0,78.0,71.0,36.0,76.0,71.0,46.0,61.0,34.0,74.0,68.0,69.0,72.0
5584,235502,Luisinho,70,70,2.0,4.0,69.0,62.0,71.0,59.0,67.0,61.0,76.0,67.0,65.0,63.0,74.0,78.0,74.0,88.0,59.0,68.0,66.0,62.0,70.0,63.0,68.0,56.0,16.0,65.0,63.0,59.0,54.0,16.0,22.0,15.0
5585,241390,E. Elmas,70,83,4.0,3.0,64.0,64.0,61.0,58.0,74.0,56.0,74.0,57.0,54.0,72.0,74.0,66.0,65.0,74.0,63.0,67.0,76.0,50.0,72.0,63.0,74.0,77.0,44.0,64.0,69.0,58.0,68.0,56.0,65.0,59.0
5586,244206,N. Pérez,70,84,3.0,2.0,68.0,21.0,21.0,66.0,65.0,22.0,18.0,21.0,32.0,42.0,58.0,67.0,61.0,52.0,75.0,55.0,42.0,69.0,54.0,62.0,16.0,72.0,71.0,18.0,22.0,40.0,51.0,65.0,75.0,72.0
5587,211440,D. Ndlovu,70,70,3.0,3.0,69.0,36.0,76.0,62.0,56.0,64.0,72.0,45.0,32.0,32.0,71.0,85.0,82.0,60.0,56.0,75.0,75.0,64.0,65.0,59.0,65.0,36.0,24.0,68.0,56.0,70.0,56.0,25.0,23.0,20.0
5588,214000,Y. Reyna,70,75,4.0,3.0,70.0,52.0,67.0,64.0,69.0,64.0,74.0,69.0,60.0,57.0,74.0,85.0,88.0,83.0,66.0,79.0,65.0,68.0,69.0,59.0,63.0,60.0,29.0,65.0,66.0,62.0,64.0,48.0,33.0,21.0
5589,221168,D. Kownacki,70,82,3.0,3.0,68.0,54.0,72.0,66.0,66.0,59.0,66.0,52.0,32.0,59.0,68.0,77.0,69.0,72.0,66.0,62.0,68.0,68.0,72.0,67.0,57.0,58.0,42.0,75.0,62.0,72.0,68.0,20.0,18.0,16.0
5590,229104,H. Faik,70,72,3.0,3.0,69.0,75.0,59.0,47.0,70.0,62.0,69.0,83.0,83.0,77.0,72.0,48.0,55.0,64.0,62.0,60.0,84.0,63.0,73.0,67.0,81.0,55.0,61.0,65.0,69.0,58.0,72.0,56.0,56.0,50.0
5591,233201,C. Mepham,70,80,3.0,2.0,68.0,29.0,22.0,58.0,66.0,24.0,56.0,25.0,31.0,54.0,66.0,64.0,65.0,51.0,66.0,64.0,33.0,74.0,66.0,74.0,24.0,68.0,68.0,28.0,53.0,42.0,64.0,69.0,72.0,72.0
5592,188657,D. Rudd,70,74,3.0,1.0,68.2,15.0,12.0,14.0,36.0,14.0,20.0,15.0,13.0,36.0,23.0,54.0,46.0,50.0,69.0,34.0,12.0,46.0,31.0,64.0,19.0,24.0,22.0,13.0,65.0,43.0,39.0,15.0,13.0,14.0
5593,189425,Bruno Gallo,70,70,3.0,3.0,69.0,66.0,56.0,46.0,73.0,70.0,69.0,73.0,65.0,70.0,72.0,68.0,65.0,69.0,68.0,67.0,71.0,60.0,68.0,72.0,68.0,64.0,64.0,65.0,71.0,75.0,67.0,62.0,66.0,57.0
5594,195313,M. Peybernès,70,71,3.0,2.0,69.0,39.0,19.0,70.0,58.0,62.0,44.0,28.0,25.0,59.0,60.0,51.0,50.0,38.0,67.0,48.0,36.0,52.0,65.0,75.0,34.0,67.0,75.0,40.0,37.0,38.0,56.0,74.0,71.0,68.0
5595,201714,D. Böde,70,70,4.0,2.0,68.0,67.0,74.0,72.0,69.0,72.0,58.0,55.0,44.0,59.0,66.0,64.0,66.0,59.0,58.0,69.0,69.0,83.0,54.0,92.0,59.0,68.0,40.0,69.0,67.0,50.0,80.0,21.0,29.0,36.0
5596,211954,T. Schröck,70,75,3.0,2.0,69.0,57.0,53.0,70.0,68.0,75.0,64.0,51.0,47.0,67.0,68.0,63.0,67.0,59.0,67.0,57.0,78.0,76.0,81.0,77.0,75.0,70.0,69.0,57.0,68.0,47.0,61.0,68.0,70.0,64.0
5597,213490,I. Brown,70,80,3.0,3.0,69.0,61.0,66.0,59.0,67.0,56.0,75.0,57.0,53.0,66.0,75.0,74.0,74.0,80.0,61.0,71.0,64.0,75.0,65.0,67.0,65.0,54.0,43.0,64.0,68.0,60.0,64.0,40.0,45.0,40.0
5598,226035,J. Morris,70,77,2.0,3.0,69.0,49.0,65.0,69.0,64.0,61.0,63.0,45.0,53.0,51.0,63.0,89.0,90.0,76.0,64.0,71.0,77.0,78.0,76.0,78.0,60.0,79.0,28.0,67.0,55.0,71.0,60.0,39.0,26.0,19.0
5599,183283,J. Taravel,70,70,4.0,2.0,69.0,63.0,37.0,72.0,64.0,35.0,48.0,38.0,57.0,61.0,61.0,54.0,55.0,48.0,61.0,49.0,72.0,58.0,54.0,80.0,33.0,74.0,69.0,43.0,54.0,50.0,58.0,72.0,70.0,65.0
5600,224756,A. Lusamba,70,79,3.0,3.0,66.0,67.0,63.0,56.0,67.0,38.0,77.0,62.0,40.0,62.0,76.0,76.0,70.0,77.0,60.0,68.0,56.0,49.0,61.0,57.0,54.0,47.0,57.0,71.0,68.0,44.0,63.0,59.0,66.0,55.0
5601,184820,Felipe,70,70,3.0,2.0,68.0,53.0,43.0,70.0,59.0,48.0,62.0,44.0,39.0,57.0,56.0,48.0,50.0,57.0,65.0,45.0,47.0,61.0,30.0,80.0,44.0,70.0,62.0,30.0,54.0,45.0,71.0,74.0,72.0,67.0
5602,190196,Z. Touré,70,71,3.0,2.0,68.0,30.0,14.0,75.0,53.0,13.0,32.0,25.0,42.0,58.0,58.0,67.0,73.0,59.0,65.0,58.0,44.0,90.0,78.0,80.0,19.0,72.0,65.0,44.0,44.0,39.0,60.0,68.0,69.0,60.0
5603,193780,I. Hajrović,70,70,4.0,4.0,69.0,69.0,67.0,45.0,72.0,69.0,74.0,78.0,76.0,68.0,73.0,75.0,73.0,73.0,64.0,72.0,82.0,68.0,56.0,54.0,79.0,54.0,48.0,62.0,68.0,73.0,69.0,38.0,41.0,38.0
5604,199413,T. Kempe,70,70,3.0,3.0,58.0,78.0,60.0,50.0,71.0,62.0,72.0,81.0,75.0,66.0,75.0,70.0,68.0,71.0,70.0,68.0,75.0,65.0,81.0,72.0,71.0,53.0,42.0,61.0,77.0,76.0,73.0,35.0,45.0,37.0
5605,214005,V. Giraldo,70,70,3.0,3.0,68.0,67.0,52.0,57.0,65.0,46.0,67.0,65.0,69.0,63.0,68.0,83.0,84.0,73.0,71.0,74.0,74.0,70.0,72.0,69.0,73.0,69.0,65.0,43.0,62.0,70.0,65.0,65.0,66.0,66.0
5606,208374,A. Wooten,70,70,3.0,3.0,69.0,68.0,71.0,69.0,68.0,56.0,69.0,61.0,39.0,63.0,68.0,72.0,74.0,70.0,65.0,64.0,72.0,78.0,61.0,79.0,67.0,68.0,29.0,66.0,63.0,69.0,67.0,33.0,33.0,19.0
5607,221430,U. Đurđević,70,75,2.0,3.0,69.0,33.0,68.0,66.0,62.0,69.0,68.0,54.0,49.0,52.0,68.0,75.0,74.0,70.0,67.0,67.0,77.0,59.0,50.0,77.0,66.0,77.0,36.0,68.0,58.0,61.0,66.0,32.0,19.0,18.0
5608,156662,A. Bastía,70,70,3.0,3.0,68.0,61.0,54.0,67.0,72.0,61.0,73.0,46.0,60.0,63.0,67.0,59.0,44.0,58.0,60.0,59.0,67.0,70.0,63.0,74.0,70.0,82.0,78.0,62.0,63.0,76.0,72.0,64.0,67.0,63.0
5609,168950,S. Allagui,70,70,3.0,3.0,69.0,65.0,67.0,65.0,70.0,73.0,72.0,67.0,63.0,54.0,71.0,75.0,68.0,77.0,71.0,73.0,73.0,84.0,64.0,64.0,66.0,52.0,23.0,71.0,59.0,68.0,73.0,28.0,26.0,23.0
5610,208375,M. Müller,70,75,2.0,1.0,68.2,11.0,10.0,12.0,22.0,9.0,10.0,11.0,13.0,16.0,20.0,25.0,38.0,34.0,67.0,38.0,23.0,66.0,35.0,77.0,12.0,27.0,14.0,11.0,48.0,18.0,26.0,20.0,13.0,11.0
5611,219127,P. Galdames,70,80,4.0,3.0,69.0,58.0,59.0,58.0,72.0,37.0,68.0,38.0,68.0,70.0,67.0,78.0,74.0,79.0,59.0,76.0,64.0,69.0,85.0,57.0,67.0,55.0,79.0,66.0,66.0,59.0,55.0,67.0,68.0,56.0
5612,214776,O. Benítez,70,73,3.0,3.0,69.0,66.0,63.0,69.0,68.0,52.0,77.0,66.0,46.0,67.0,76.0,73.0,75.0,73.0,66.0,74.0,69.0,74.0,70.0,74.0,63.0,59.0,55.0,66.0,62.0,57.0,68.0,57.0,56.0,50.0
5613,238072,E. Löwen,70,80,4.0,3.0,68.0,58.0,49.0,64.0,75.0,46.0,70.0,57.0,59.0,64.0,74.0,63.0,71.0,60.0,65.0,61.0,74.0,62.0,88.0,86.0,61.0,72.0,59.0,61.0,70.0,36.0,58.0,61.0,66.0,60.0
5614,175608,A. Fathi,70,70,4.0,3.0,69.0,70.0,59.0,50.0,64.0,62.0,67.0,65.0,35.0,72.0,66.0,77.0,74.0,73.0,67.0,68.0,72.0,57.0,70.0,69.0,69.0,77.0,69.0,66.0,67.0,57.0,65.0,75.0,71.0,68.0
5615,193528,I. Sylla,70,70,3.0,3.0,69.0,53.0,68.0,78.0,61.0,63.0,65.0,50.0,49.0,54.0,68.0,65.0,73.0,73.0,66.0,65.0,70.0,81.0,64.0,72.0,62.0,67.0,30.0,73.0,58.0,63.0,67.0,20.0,21.0,20.0
5616,142329,A. Tziolis,70,70,2.0,2.0,68.0,60.0,55.0,68.0,70.0,56.0,55.0,62.0,59.0,69.0,69.0,32.0,34.0,43.0,64.0,33.0,76.0,38.0,73.0,91.0,73.0,73.0,69.0,61.0,65.0,58.0,73.0,64.0,70.0,65.0
5617,213497,J. Une Larsson,70,74,3.0,2.0,64.0,51.0,41.0,66.0,59.0,35.0,38.0,39.0,35.0,55.0,52.0,65.0,68.0,64.0,64.0,74.0,51.0,90.0,71.0,71.0,54.0,83.0,67.0,30.0,44.0,32.0,63.0,71.0,70.0,65.0
5618,235257,Pedro Pinto,70,74,4.0,2.0,69.0,53.0,30.0,65.0,64.0,33.0,50.0,40.0,32.0,48.0,64.0,63.0,53.0,47.0,67.0,53.0,42.0,56.0,57.0,78.0,26.0,74.0,73.0,31.0,33.0,39.0,58.0,69.0,72.0,66.0
5619,195065,G. Hairemans,70,71,2.0,3.0,69.0,74.0,52.0,38.0,73.0,66.0,68.0,78.0,72.0,75.0,74.0,55.0,51.0,67.0,69.0,62.0,78.0,53.0,78.0,71.0,72.0,61.0,64.0,69.0,74.0,73.0,74.0,58.0,53.0,42.0
5620,222970,E. Oztumer,70,71,3.0,3.0,69.0,58.0,65.0,36.0,69.0,66.0,68.0,70.0,67.0,66.0,69.0,84.0,76.0,94.0,62.0,96.0,68.0,83.0,77.0,35.0,70.0,65.0,22.0,62.0,72.0,62.0,76.0,27.0,35.0,32.0
5621,223994,S. Mugoša,70,72,3.0,3.0,68.0,32.0,70.0,69.0,53.0,59.0,68.0,40.0,44.0,40.0,70.0,64.0,72.0,61.0,67.0,53.0,73.0,66.0,69.0,71.0,59.0,52.0,18.0,74.0,54.0,62.0,68.0,16.0,22.0,19.0
5622,225530,O. Oularé,70,77,3.0,3.0,68.0,52.0,68.0,72.0,65.0,67.0,64.0,40.0,29.0,38.0,66.0,54.0,68.0,49.0,64.0,31.0,80.0,66.0,32.0,93.0,66.0,70.0,22.0,64.0,65.0,61.0,61.0,28.0,21.0,20.0
5623,164858,T. Sparv,70,70,2.0,2.0,68.0,59.0,47.0,70.0,72.0,38.0,58.0,62.0,60.0,70.0,69.0,45.0,52.0,55.0,72.0,51.0,70.0,30.0,82.0,78.0,64.0,82.0,73.0,63.0,67.0,42.0,74.0,70.0,71.0,68.0
5624,240122,Matheus,70,73,4.0,2.0,69.0,67.0,45.0,70.0,67.0,41.0,47.0,29.0,38.0,72.0,62.0,52.0,55.0,36.0,64.0,45.0,60.0,54.0,72.0,81.0,35.0,69.0,69.0,29.0,34.0,34.0,69.0,70.0,71.0,69.0
5625,192250,M. Jurman,70,70,2.0,2.0,68.0,55.0,41.0,67.0,60.0,25.0,48.0,30.0,29.0,64.0,47.0,53.0,49.0,62.0,54.0,41.0,56.0,69.0,75.0,87.0,34.0,78.0,72.0,23.0,45.0,37.0,57.0,70.0,69.0,65.0
5626,210171,F. Malbašić,70,73,4.0,3.0,69.0,62.0,72.0,51.0,66.0,57.0,71.0,70.0,64.0,49.0,74.0,79.0,86.0,77.0,70.0,69.0,69.0,65.0,67.0,70.0,64.0,50.0,25.0,71.0,72.0,58.0,69.0,53.0,23.0,24.0
